title_jp,title_en,format,source,release_date,end_date,season,episodes,duration (min),genres,score,average_score,popularity
Tada-kun wa Koi wo Shinai,Tada Never Falls In Love,TV,ORIGINAL,"{'year': 2018, 'month': 4, 'day': 5}","{'year': 2018, 'month': 6, 'day': 28}",SPRING,13,24,"['Comedy', 'Romance', 'Slice of Life']",6.0,73,76086
Taishou Otome Otogibanashi,Taisho Otome Fairy Tale,TV,MANGA,"{'year': 2021, 'month': 10, 'day': 9}","{'year': 2021, 'month': 12, 'day': 25}",FALL,12,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",9.0,76,42936
Takarajima,Treasure Island,TV,OTHER,"{'year': 1978, 'month': 10, 'day': 8}","{'year': 1979, 'month': 4, 'day': 1}",FALL,26,24,"['Adventure', 'Drama', 'Mystery']",8.0,76,6745
Tate no Yuusha no Nariagari,The Rising of the Shield Hero,TV,LIGHT_NOVEL,"{'year': 2019, 'month': 1, 'day': 9}","{'year': 2019, 'month': 6, 'day': 26}",WINTER,25,24,"['Action', 'Adventure', 'Fantasy']",7.0,77,379997
Tengen Toppa Gurren Lagann,Gurren Lagann,TV,ORIGINAL,"{'year': 2007, 'month': 4, 'day': 1}","{'year': 2007, 'month': 9, 'day': 30}",SPRING,27,24,"['Action', 'Comedy', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",10.0,85,308874
Tengen Toppa Gurren Lagann: Gurren-hen,Gurren Lagann The Movie: Childhood's End,MOVIE,ORIGINAL,"{'year': 2008, 'month': 9, 'day': 6}","{'year': 2008, 'month': 9, 'day': 6}",FALL,1,112,"['Action', 'Comedy', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",8.0,79,36698
Tengen Toppa Gurren Lagann: Lagann-hen,Gurren Lagann The Movie: The Lights in the Sky are Stars,MOVIE,ORIGINAL,"{'year': 2009, 'month': 4, 'day': 22}","{'year': 2009, 'month': 4, 'day': 22}",SPRING,1,125,"['Action', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",9.0,84,43632
Tenshi no Tamago,Angel's Egg,OVA,ORIGINAL,"{'year': 1985, 'month': 12, 'day': 15}","{'year': 1985, 'month': 12, 'day': 15}",FALL,1,71,"['Drama', 'Fantasy', 'Psychological']",0.0,76,53642
Terra e... (TV),Toward the Terra (TV),TV,MANGA,"{'year': 2007, 'month': 4, 'day': 7}","{'year': 2007, 'month': 9, 'day': 22}",SPRING,24,24,"['Action', 'Drama', 'Sci-Fi']",9.0,75,13001
Toaru Hikuushi e no Koiuta,The Pilot's Love Song,TV,LIGHT_NOVEL,"{'year': 2014, 'month': 1, 'day': 6}","{'year': 2014, 'month': 3, 'day': 31}",WINTER,13,24,"['Adventure', 'Drama', 'Romance']",7.0,68,18757
Toaru Majutsu no Index,A Certain Magical Index,TV,LIGHT_NOVEL,"{'year': 2008, 'month': 10, 'day': 5}","{'year': 2009, 'month': 3, 'day': 19}",FALL,24,23,"['Action', 'Sci-Fi', 'Supernatural']",7.0,70,165027
Toki wo Kakeru Shoujo,The Girl Who Leapt Through Time,MOVIE,OTHER,"{'year': 2006, 'month': 7, 'day': 15}","{'year': 2006, 'month': 7, 'day': 15}",SUMMER,1,97,"['Drama', 'Romance', 'Sci-Fi']",8.0,78,152189
Tokyo Ghoul,Tokyo Ghoul,TV,MANGA,"{'year': 2014, 'month': 7, 'day': 4}","{'year': 2014, 'month': 9, 'day': 19}",SUMMER,12,24,"['Action', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",6.0,75,618696
Tokyo Ghoul √A,Tokyo Ghoul √A,TV,MANGA,"{'year': 2015, 'month': 1, 'day': 9}","{'year': 2015, 'month': 3, 'day': 27}",WINTER,12,24,"['Action', 'Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",5.0,66,346626
Tonari no Kaibutsu-kun,My Little Monster,TV,MANGA,"{'year': 2012, 'month': 10, 'day': 2}","{'year': 2012, 'month': 12, 'day': 25}",FALL,13,24,"['Comedy', 'Romance', 'Slice of Life']",8.0,72,220897
Tonari no Totoro,My Neighbor Totoro,MOVIE,ORIGINAL,"{'year': 1988, 'month': 4, 'day': 16}","{'year': 1988, 'month': 4, 'day': 16}",SPRING,1,86,"['Adventure', 'Fantasy', 'Slice of Life', 'Supernatural']",7.0,80,233326
Tonikaku Kawaii,TONIKAWA: Over The Moon For You,TV,MANGA,"{'year': 2020, 'month': 10, 'day': 3}","{'year': 2020, 'month': 12, 'day': 19}",FALL,12,24,"['Comedy', 'Romance', 'Slice of Life']",9.0,77,201430
Tonikaku Kawaii: SNS,TONIKAWA: Over The Moon For You ~SNS~,OVA,MANGA,"{'year': 2021, 'month': 8, 'day': 18}","{'year': 2021, 'month': 8, 'day': 18}",SUMMER,1,24,"['Comedy', 'Romance', 'Slice of Life']",8.0,79,52677
Top wo Nerae 2! DIEBUSTER,Gunbuster 2: Diebuster,OVA,ORIGINAL,"{'year': 2004, 'month': 10, 'day': 3}","{'year': 2006, 'month': 8, 'day': 25}",FALL,6,30,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']",8.0,74,22556
Top wo Nerae! GunBuster,Gunbuster,OVA,ORIGINAL,"{'year': 1988, 'month': 10, 'day': 7}","{'year': 1989, 'month': 7, 'day': 7}",FALL,6,28,"['Action', 'Drama', 'Mecha', 'Sci-Fi']",8.0,77,41342
Toradora!,Toradora!,TV,LIGHT_NOVEL,"{'year': 2008, 'month': 10, 'day': 2}","{'year': 2009, 'month': 3, 'day': 26}",FALL,25,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",8.0,78,459733
Toshokan Sensou,Library War,TV,LIGHT_NOVEL,"{'year': 2008, 'month': 4, 'day': 11}","{'year': 2008, 'month': 6, 'day': 27}",SPRING,12,23,"['Action', 'Comedy', 'Romance']",6.0,71,13556
true tears,True Tears,TV,ORIGINAL,"{'year': 2008, 'month': 1, 'day': 6}","{'year': 2008, 'month': 3, 'day': 30}",WINTER,13,24,"['Drama', 'Romance']",4.0,68,36960
Tsuki ga Kirei,Tsukigakirei,TV,ORIGINAL,"{'year': 2017, 'month': 4, 'day': 7}","{'year': 2017, 'month': 6, 'day': 30}",SPRING,12,25,"['Drama', 'Romance', 'Slice of Life']",8.0,78,135666
Tsukimonogatari,Tsukimonogatari,TV,LIGHT_NOVEL,"{'year': 2014, 'month': 12, 'day': 31}","{'year': 2014, 'month': 12, 'day': 31}",FALL,4,23,"['Comedy', 'Ecchi', 'Mystery', 'Supernatural']",8.0,79,107846
Tsurezure Children,Tsuredure Children,TV_SHORT,MANGA,"{'year': 2017, 'month': 7, 'day': 4}","{'year': 2017, 'month': 9, 'day': 19}",SUMMER,12,13,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",8.0,74,169580
Twilight Q,,OVA,ORIGINAL,"{'year': 1987, 'month': 2, 'day': 28}","{'year': 1987, 'month': 8, 'day': 28}",WINTER,2,30,"['Mystery', 'Psychological', 'Romance', 'Sci-Fi']",7.0,60,3200
Uchuu Senkan Yamato 2199,Star Blazers: Space Battleship Yamato 2199,OVA,ORIGINAL,"{'year': 2012, 'month': 4, 'day': 6}","{'year': 2013, 'month': 8, 'day': 24}",SPRING,26,25,"['Action', 'Drama', 'Sci-Fi']",9.0,81,27230
Ueno-san wa Bukiyou,"How clumsy you are, Miss Ueno.",TV_SHORT,MANGA,"{'year': 2019, 'month': 1, 'day': 7}","{'year': 2019, 'month': 3, 'day': 25}",WINTER,12,12,"['Comedy', 'Ecchi', 'Romance', 'Slice of Life']",6.0,63,34399
Umi ga Kikoeru,Ocean Waves,SPECIAL,OTHER,"{'year': 1993, 'month': 5, 'day': 5}","{'year': 1993, 'month': 5, 'day': 5}",SPRING,1,72,"['Drama', 'Romance', 'Slice of Life']",7.0,63,41624
Uzaki-chan wa Asobitai!,Uzaki-chan Wants to Hang Out!,TV,MANGA,"{'year': 2020, 'month': 7, 'day': 10}","{'year': 2020, 'month': 9, 'day': 25}",SUMMER,12,24,"['Comedy', 'Ecchi', 'Romance', 'Slice of Life']",7.0,67,124498
Versailles no Bara,Lady Oscar: The Rose of Versailles,TV,MANGA,"{'year': 1979, 'month': 10, 'day': 10}","{'year': 1980, 'month': 9, 'day': 3}",FALL,40,23,"['Adventure', 'Drama', 'Romance']",9.0,81,28839
Denei Shoujo VIDEO GIRL AI,Video Girl Ai,OVA,MANGA,"{'year': 1992, 'month': 3, 'day': 27}","{'year': 1992, 'month': 8, 'day': 28}",WINTER,6,29,"['Comedy', 'Drama', 'Ecchi', 'Romance']",8.0,69,8154
VINLAND SAGA,Vinland Saga,TV,MANGA,"{'year': 2019, 'month': 7, 'day': 8}","{'year': 2019, 'month': 12, 'day': 30}",SUMMER,24,24,"['Action', 'Adventure', 'Drama']",9.0,87,422626
Violet Evergarden,Violet Evergarden,TV,LIGHT_NOVEL,"{'year': 2018, 'month': 1, 'day': 11}","{'year': 2018, 'month': 4, 'day': 5}",WINTER,13,24,"['Drama', 'Fantasy', 'Slice of Life']",8.0,85,454952
Vivy: Fluorite Eye’s Song,Vivy -Fluorite Eye's Song-,TV,ORIGINAL,"{'year': 2021, 'month': 4, 'day': 3}","{'year': 2021, 'month': 6, 'day': 19}",SPRING,13,23,"['Action', 'Drama', 'Music', 'Sci-Fi', 'Thriller']",6.0,82,151522
WORKING!!,Wagnaria!!,TV,MANGA,"{'year': 2010, 'month': 4, 'day': 4}","{'year': 2010, 'month': 6, 'day': 27}",SPRING,13,24,"['Comedy', 'Slice of Life']",8.0,74,82804
Wotaku ni Koi wa Muzukashii,Wotakoi: Love is Hard for Otaku,TV,MANGA,"{'year': 2018, 'month': 4, 'day': 13}","{'year': 2018, 'month': 6, 'day': 22}",SPRING,11,23,"['Comedy', 'Romance', 'Slice of Life']",8.0,78,276255
Yahari Ore no Seishun Love Come wa Machigatteiru.,My Teen Romantic Comedy SNAFU,TV,LIGHT_NOVEL,"{'year': 2013, 'month': 4, 'day': 5}","{'year': 2013, 'month': 6, 'day': 28}",SPRING,13,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",7.0,78,314813
Yahari Ore no Seishun Love Come wa Machigatteiru. Kan,My Teen Romantic Comedy SNAFU Climax!,TV,LIGHT_NOVEL,"{'year': 2020, 'month': 7, 'day': 10}","{'year': 2020, 'month': 9, 'day': 25}",SUMMER,12,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",9.0,82,185789
Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku,My Teen Romantic Comedy SNAFU TOO!,TV,LIGHT_NOVEL,"{'year': 2015, 'month': 4, 'day': 3}","{'year': 2015, 'month': 6, 'day': 26}",SPRING,13,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",9.0,81,232050
Yesterday wo Utatte,"SING ""YESTERDAY"" FOR ME",TV,MANGA,"{'year': 2020, 'month': 4, 'day': 5}","{'year': 2020, 'month': 6, 'day': 21}",SPRING,12,23,"['Drama', 'Romance', 'Slice of Life']",7.0,67,87873
Yojouhan Shinwa Taikei,The Tatami Galaxy,TV,OTHER,"{'year': 2010, 'month': 4, 'day': 23}","{'year': 2010, 'month': 7, 'day': 2}",SPRING,11,23,"['Comedy', 'Mystery', 'Psychological', 'Romance']",9.0,85,128335
Yoru no Kuni,Night World,ONA,ORIGINAL,"{'year': 2021, 'month': 4, 'day': 16}","{'year': 2021, 'month': 9, 'day': 12}",SPRING,3,9,['Fantasy'],8.0,72,6085
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,TV,LIGHT_NOVEL,"{'year': 2017, 'month': 7, 'day': 12}","{'year': 2017, 'month': 9, 'day': 27}",SUMMER,12,24,"['Drama', 'Psychological']",8.0,77,353881
Yuri Kuma Arashi,Yurikuma Arashi,TV,ORIGINAL,"{'year': 2015, 'month': 1, 'day': 6}","{'year': 2015, 'month': 3, 'day': 31}",WINTER,12,24,"['Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological', 'Romance']",9.0,68,29838
Zankyou no Terror,Terror in Resonance,TV,ORIGINAL,"{'year': 2014, 'month': 7, 'day': 11}","{'year': 2014, 'month': 9, 'day': 26}",SUMMER,11,23,"['Drama', 'Mystery', 'Psychological', 'Thriller']",8.0,78,242128
Zero no Tsukaima,The Familiar of Zero,TV,LIGHT_NOVEL,"{'year': 2006, 'month': 7, 'day': 3}","{'year': 2006, 'month': 9, 'day': 25}",SUMMER,13,23,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",7.0,68,132814
Zero no Tsukaima F,The Familiar of Zero F,TV,LIGHT_NOVEL,"{'year': 2012, 'month': 1, 'day': 7}","{'year': 2012, 'month': 3, 'day': 24}",WINTER,12,24,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",7.0,70,67978
Zero no Tsukaima: Futatsuki no Kishi,The Familiar of Zero: Knight of the Twin Moons,TV,LIGHT_NOVEL,"{'year': 2007, 'month': 7, 'day': 9}","{'year': 2007, 'month': 9, 'day': 24}",SUMMER,12,24,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",7.0,70,77080
Zero no Tsukaima: Princesses no Rondo,"The Familiar of Zero: ""Rondo"" of Princesses",TV,LIGHT_NOVEL,"{'year': 2008, 'month': 7, 'day': 7}","{'year': 2008, 'month': 9, 'day': 22}",SUMMER,12,24,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']",7.0,69,68040
Zoku Natsume Yuujinchou,Natsume's Book of Friends Season 2,TV,MANGA,"{'year': 2009, 'month': 1, 'day': 6}","{'year': 2009, 'month': 3, 'day': 31}",WINTER,13,24,"['Drama', 'Fantasy', 'Slice of Life', 'Supernatural']",8.0,83,45484
Zoku Owarimonogatari,Zoku Owarimonogatari,OVA,LIGHT_NOVEL,"{'year': 2019, 'month': 2, 'day': 27}","{'year': 2019, 'month': 3, 'day': 27}",WINTER,6,26,"['Drama', 'Mystery', 'Supernatural']",7.0,84,75516
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,I've Always Liked You,MOVIE,OTHER,"{'year': 2016, 'month': 4, 'day': 23}","{'year': 2016, 'month': 4, 'day': 23}",SPRING,1,63,"['Drama', 'Romance', 'Slice of Life']",8.0,70,62572
Boku no Hero Academia 3,My Hero Academia Season 3,TV,MANGA,"{'year': 2018, 'month': 4, 'day': 7}","{'year': 2018, 'month': 9, 'day': 29}",SPRING,25,24,"['Action', 'Adventure', 'Comedy', 'Drama']",8.5,79,513489
Boku no Hero Academia 4,My Hero Academia Season 4,TV,MANGA,"{'year': 2019, 'month': 10, 'day': 12}","{'year': 2020, 'month': 4, 'day': 4}",FALL,25,24,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi']",8.0,78,451702
Boku no Hero Academia 5,My Hero Academia Season 5,TV,MANGA,"{'year': 2021, 'month': 3, 'day': 27}","{'year': 2021, 'month': 9, 'day': 25}",SPRING,25,24,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",7.0,73,342894
Boku no Hero Academia 6,My Hero Academia Season 6,TV,MANGA,"{'year': 2022, 'month': 10, 'day': 1}","{'year': 2023, 'month': 3, 'day': 25}",FALL,25,24,"['Action', 'Adventure']",8.5,82,202163
Boku no Hero Academia 7,My Hero Academia Season 7,TV,MANGA,"{'year': 2024, 'month': 5, 'day': 4}","{'year': 2024, 'month': 10, 'day': 12}",SPRING,21,24,"['Action', 'Adventure']",8.0,81,118371
Tokidoki Bosotto Russiago de Dereru Tonari no Alya-san,Alya Sometimes Hides Her Feelings in Russian,TV,LIGHT_NOVEL,"{'year': 2024, 'month': 7, 'day': 3}","{'year': 2024, 'month': 9, 'day': 18}",SUMMER,12,25,"['Comedy', 'Romance', 'Slice of Life']",8.0,76,128809
Gimai Seikatsu,Days with My Stepsister,TV,LIGHT_NOVEL,"{'year': 2024, 'month': 7, 'day': 4}","{'year': 2024, 'month': 9, 'day': 19}",SUMMER,12,24,"['Romance', 'Slice of Life']",8.5,73,58430
Tsue to Tsurugi no Wistoria,Wistoria: Wand and Sword,TV,MANGA,"{'year': 2024, 'month': 7, 'day': 7}","{'year': 2024, 'month': 9, 'day': 29}",SUMMER,12,24,"['Action', 'Comedy', 'Drama', 'Fantasy']",7.0,79,98074
Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,TV,LIGHT_NOVEL,"{'year': 2022, 'month': 10, 'day': 5}","{'year': 2023, 'month': 2, 'day': 15}",FALL,20,24,"['Action', 'Comedy', 'Fantasy']",8.0,81,221678
Kage no Jitsuryokusha ni Naritakute! 2nd season,The Eminence in Shadow Season 2,TV,LIGHT_NOVEL,"{'year': 2023, 'month': 10, 'day': 4}","{'year': 2023, 'month': 12, 'day': 20}",FALL,12,24,"['Action', 'Comedy', 'Fantasy']",8.0,82,134466
Jujutsu Kaisen 0,JUJUTSU KAISEN 0,MOVIE,MANGA,"{'year': 2021, 'month': 12, 'day': 24}","{'year': 2021, 'month': 12, 'day': 24}",FALL,1,105,"['Action', 'Supernatural']",8.0,84,323752
Jujutsu Kaisen 2nd Season,JUJUTSU KAISEN Season 2,TV,MANGA,"{'year': 2023, 'month': 7, 'day': 6}","{'year': 2023, 'month': 12, 'day': 28}",SUMMER,23,24,"['Action', 'Drama', 'Supernatural']",8.5,87,346007
Mahou Shoujo Madoka☆Magica,Puella Magi Madoka Magica,TV,ORIGINAL,"{'year': 2011, 'month': 1, 'day': 7}","{'year': 2011, 'month': 4, 'day': 22}",WINTER,12,24,"['Action', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Psychological', 'Thriller']",8.0,83,272264
Mahou Shoujo Madoka☆Magica: Hangyaku no Monogatari,Puella Magi Madoka Magica the Movie Part III: Rebellion,MOVIE,ORIGINAL,"{'year': 2013, 'month': 10, 'day': 26}","{'year': 2013, 'month': 10, 'day': 26}",FALL,1,118,"['Drama', 'Fantasy', 'Mahou Shoujo', 'Mystery', 'Psychological', 'Thriller']",8.5,84,99439
Youjo Senki,Saga of Tanya the Evil,TV,LIGHT_NOVEL,"{'year': 2017, 'month': 1, 'day': 6}","{'year': 2017, 'month': 3, 'day': 31}",WINTER,12,24,"['Action', 'Fantasy']",7.0,77,217436
Uzumaki,Uzumaki,TV,MANGA,"{'year': 2024, 'month': 9, 'day': 29}","{'year': 2024, 'month': 10, 'day': 20}",FALL,4,29,"['Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural']",1.0,55,73662
Youjo Senki Movie,Saga of Tanya the Evil - the Movie -,MOVIE,LIGHT_NOVEL,"{'year': 2019, 'month': 2, 'day': 8}","{'year': 2019, 'month': 2, 'day': 8}",WINTER,1,98,"['Action', 'Fantasy']",8.0,81,78903
Sousou no Frieren,Frieren: Beyond Journey’s End,TV,MANGA,"{'year': 2023, 'month': 9, 'day': 29}","{'year': 2024, 'month': 3, 'day': 22}",FALL,28,24,"['Adventure', 'Drama', 'Fantasy']",9.0,91,294326
VINLAND SAGA SEASON 2,Vinland Saga Season 2,TV,MANGA,"{'year': 2023, 'month': 1, 'day': 10}","{'year': 2023, 'month': 6, 'day': 20}",WINTER,24,26,"['Action', 'Adventure', 'Drama']",9.0,88,199416
Watashi no Shiawase na Kekkon,My Happy Marriage,TV,LIGHT_NOVEL,"{'year': 2023, 'month': 7, 'day': 5}","{'year': 2023, 'month': 9, 'day': 20}",SUMMER,12,24,"['Drama', 'Romance', 'Supernatural']",8.0,77,106738
Watashi no Shiawase na Katachi,My Happy Marriage: The Shape of My Happiness,OVA,LIGHT_NOVEL,"{'year': 2024, 'month': 3, 'day': 15}","{'year': 2024, 'month': 3, 'day': 15}",WINTER,1,24,"['Drama', 'Romance', 'Supernatural']",8.0,76,20721
MASHLE,MASHLE: MAGIC AND MUSCLES,TV,MANGA,"{'year': 2023, 'month': 4, 'day': 8}","{'year': 2023, 'month': 6, 'day': 30}",SPRING,12,24,"['Action', 'Comedy', 'Fantasy']",7.0,76,208395
MASHLE: Kami Shinkakusha Kouho Senbatsu Shiken-hen,MASHLE: MAGIC AND MUSCLES Season 2,TV,MANGA,"{'year': 2024, 'month': 1, 'day': 6}","{'year': 2024, 'month': 3, 'day': 30}",WINTER,12,24,"['Action', 'Comedy', 'Fantasy']",7.0,78,129827
Shiguang Dailiren,Link Click,ONA,ORIGINAL,"{'year': 2021, 'month': 4, 'day': 30}","{'year': 2021, 'month': 7, 'day': 9}",,11,24,"['Drama', 'Mystery', 'Supernatural', 'Thriller']",8.0,86,132167
Ore dake Level Up na Ken: Season 2 - Arise from the Shadow,Solo Leveling Season 2 -Arise from the Shadow-,TV,OTHER,"{'year': 2025, 'month': 1, 'day': 5}","{'year': 2025, 'month': 3, 'day': 30}",WINTER,13,24,"['Action', 'Adventure', 'Fantasy']",7.0,87,187190
Kono Kaisha ni Suki na Hito ga Imasu,I Have a Crush at Work,TV,MANGA,"{'year': 2025, 'month': 1, 'day': 6}","{'year': 2025, 'month': 3, 'day': 24}",WINTER,12,24,"['Comedy', 'Romance', 'Slice of Life']",8.0,75,35107
Shingeki no Kyojin 3,Attack on Titan Season 3,TV,MANGA,"{'year': 2018, 'month': 7, 'day': 23}","{'year': 2018, 'month': 10, 'day': 15}",SUMMER,12,24,"['Action', 'Drama', 'Fantasy', 'Mystery']",8.0,85,570194
Shingeki no Kyojin 3 Part 2,Attack on Titan Season 3 Part 2,TV,MANGA,"{'year': 2019, 'month': 4, 'day': 29}","{'year': 2019, 'month': 7, 'day': 1}",SPRING,10,24,"['Action', 'Drama', 'Fantasy', 'Mystery']",8.0,89,505805
Shingeki no Kyojin: The Final Season,Attack on Titan Final Season,TV,MANGA,"{'year': 2020, 'month': 12, 'day': 7}","{'year': 2021, 'month': 3, 'day': 29}",WINTER,16,24,"['Action', 'Drama', 'Fantasy', 'Mystery']",8.0,86,531511
Shingeki no Kyojin: The Final Season Part 2,Attack on Titan Final Season Part 2,TV,MANGA,"{'year': 2022, 'month': 1, 'day': 10}","{'year': 2022, 'month': 4, 'day': 4}",WINTER,12,24,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Psychological']",8.0,86,344563
Shingeki no Kyojin: The Final Season - Kanketsu-hen Zenpen,Attack on Titan Final Season THE FINAL CHAPTERS Special 1,SPECIAL,MANGA,"{'year': 2023, 'month': 3, 'day': 4}","{'year': 2023, 'month': 3, 'day': 4}",WINTER,1,61,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Psychological']",8.0,87,183798
Shingeki no Kyojin: The Final Season - Kanketsu-hen Kouhen,Attack on Titan Final Season THE FINAL CHAPTERS Special 2,SPECIAL,MANGA,"{'year': 2023, 'month': 11, 'day': 5}","{'year': 2023, 'month': 11, 'day': 5}",FALL,1,85,"['Action', 'Drama', 'Fantasy', 'Psychological', 'Romance']",8.0,87,125471
